Date,Adj Close
2003-12-01,2.9230000972747803
2003-12-02,2.930999994277954
2003-12-03,2.930999994277954
2003-12-04,2.943000078201294
2003-12-05,2.934000015258789
2003-12-08,2.940000057220459
2003-12-09,2.933000087738037
2003-12-10,2.941999912261963
2003-12-11,2.936000108718872
2003-12-12,2.934999942779541
2003-12-15,2.9189999103546143
2003-12-16,2.936000108718872
2003-12-17,2.930000066757202
2003-12-18,2.931999921798706
2003-12-19,2.9230000972747803
2003-12-22,2.9189999103546143
2003-12-23,2.9070000648498535
2003-12-24,2.9070000648498535
2003-12-25,2.9070000648498535
2003-12-26,2.9010000228881836
2003-12-29,2.859999895095825
2003-12-30,2.9010000228881836
2003-12-31,2.9010000228881836
2004-01-02,2.875999927520752
2004-01-05,2.8529999256134033
2004-01-06,2.865999937057495
2004-01-07,2.8580000400543213
2004-01-08,2.8540000915527344
2004-01-09,2.8299999237060547
2004-01-12,2.7899999618530273
2004-01-13,2.805000066757202
2004-01-14,2.818000078201294
2004-01-15,2.812999963760376
2004-01-16,2.8269999027252197
2004-01-19,2.8380000591278076
2004-01-20,2.8380000591278076
2004-01-21,2.8429999351501465
2004-01-22,2.828000068664551
2004-01-23,2.8399999141693115
2004-01-26,2.8440001010894775
2004-01-27,2.868000030517578
2004-01-28,2.8940000534057617
2004-01-29,2.930000066757202
2004-01-30,2.931999921798706
2004-02-02,2.940999984741211
2004-02-03,2.9159998893737793
2004-02-04,2.9179999828338623
2004-02-05,2.930000066757202
2004-02-06,2.931999921798706
2004-02-09,2.9240000247955322
2004-02-10,2.9179999828338623
2004-02-11,2.9049999713897705
2004-02-12,2.8949999809265137
2004-02-13,2.9040000438690186
2004-02-16,2.9059998989105225
2004-02-17,2.9159998893737793
2004-02-18,2.940000057220459
2004-02-19,2.9570000171661377
2004-02-20,2.9570000171661377
2004-02-23,2.9570000171661377
2004-02-25,2.938999891281128
2004-02-26,2.930000066757202
2004-02-27,2.9049999713897705
2004-03-01,2.8929998874664307
2004-03-02,2.890000104904175
2004-03-03,2.88700008392334
2004-03-04,2.888000011444092
2004-03-05,2.865999937057495
2004-03-08,2.872999906539917
2004-03-09,2.878999948501587
2004-03-10,2.9000000953674316
2004-03-11,2.9070000648498535
2004-03-12,2.8989999294281006
2004-03-15,2.9030001163482666
2004-03-16,2.8970000743865967
2004-03-17,2.9100000858306885
2004-03-18,2.9059998989105225
2004-03-19,2.9000000953674316
2004-03-22,2.9110000133514404
2004-03-23,2.9130001068115234
2004-03-24,2.927999973297119
2004-03-25,2.934999942779541
2004-03-26,2.937000036239624
2004-03-29,2.937999963760376
2004-03-30,2.9070000648498535
2004-03-31,2.8949999809265137
2004-04-01,2.8889999389648438
2004-04-02,2.8929998874664307
2004-04-05,2.875
2004-04-06,2.874000072479248
2004-04-07,2.869999885559082
2004-04-08,2.884000062942505
2004-04-09,2.884000062942505
2004-04-12,2.88100004196167
2004-04-13,2.8910000324249268
2004-04-14,2.885999917984009
2004-04-15,2.9170000553131104
2004-04-16,2.9079999923706055
2004-04-19,2.9059998989105225
2004-04-20,2.927999973297119
2004-04-21,2.927999973297119
2004-04-22,2.9260001182556152
2004-04-23,2.9079999923706055
2004-04-26,2.9089999198913574
2004-04-27,2.9159998893737793
2004-04-28,2.946000099182129
2004-04-29,2.9649999141693115
2004-04-30,2.930000066757202
2004-05-03,2.9790000915527344
2004-05-04,2.9660000801086426
2004-05-05,2.953000068664551
2004-05-06,2.996999979019165
2004-05-07,3.061000108718872
2004-05-10,3.1410000324249268
2004-05-11,3.0739998817443848
2004-05-12,3.140000104904175
2004-05-13,3.131999969482422
2004-05-14,3.0880000591278076
2004-05-17,3.121000051498413
2004-05-18,3.128999948501587
2004-05-19,3.132999897003174
2004-05-20,3.2119998931884766
2004-05-21,3.193000078201294
2004-05-24,3.177000045776367
2004-05-25,3.13700008392334
2004-05-26,3.1589999198913574
2004-05-27,3.119999885559082
2004-05-28,3.0880000591278076
2004-05-31,3.187000036239624
2004-06-01,3.1459999084472656
2004-06-02,3.131999969482422
2004-06-03,3.1540000438690186
2004-06-04,3.127000093460083
2004-06-07,3.109999895095825
2004-06-08,3.1080000400543213
2004-06-09,3.124000072479248
2004-06-10,3.124000072479248
2004-06-11,3.138000011444092
2004-06-14,3.1670000553131104
2004-06-15,3.122999906539917
2004-06-16,3.13700008392334
2004-06-17,3.127000093460083
2004-06-18,3.1389999389648438
2004-06-21,3.131999969482422
2004-06-22,3.131999969482422
2004-06-23,3.11899995803833
2004-06-24,3.0920000076293945
2004-06-25,3.1089999675750732
2004-06-28,3.127000093460083
2004-06-29,3.1070001125335693
2004-06-30,3.0850000381469727
2004-07-01,3.072999954223633
2004-07-02,3.0390000343322754
2004-07-05,3.0239999294281006
2004-07-06,3.0450000762939453
2004-07-07,3.0320000648498535
2004-07-08,3.055999994277954
2004-07-09,3.0409998893737793
2004-07-12,3.0329999923706055
2004-07-13,3.0380001068115234
2004-07-14,3.0230000019073486
2004-07-15,3.015000104904175
2004-07-16,3.000999927520752
2004-07-19,2.992000102996826
2004-07-20,3.002000093460083
2004-07-21,3.0280001163482666
2004-07-22,3.0399999618530273
2004-07-23,3.052999973297119
2004-07-26,3.075000047683716
2004-07-27,3.052999973297119
2004-07-28,3.052999973297119
2004-07-29,3.0339999198913574
2004-07-30,3.0360000133514404
2004-08-02,3.0460000038146973
2004-08-03,3.0510001182556152
2004-08-04,3.052999973297119
2004-08-05,3.066999912261963
2004-08-06,3.0309998989105225
2004-08-09,3.0390000343322754
2004-08-10,3.0269999504089355
2004-08-11,3.0350000858306885
2004-08-12,3.0339999198913574
2004-08-13,3.0190000534057617
2004-08-16,3.00600004196167
2004-08-17,2.99399995803833
2004-08-18,2.9820001125335693
2004-08-19,2.9860000610351562
2004-08-20,2.9639999866485596
2004-08-23,2.9619998931884766
2004-08-24,2.9549999237060547
2004-08-25,2.950000047683716
2004-08-26,2.9519999027252197
2006-03-24,2.1547000408172607
2006-03-27,2.1503000259399414
2006-03-28,2.1677000522613525
2006-03-29,2.220599889755249
2006-03-30,2.192199945449829
2006-03-31,2.1672000885009766
2006-04-03,2.147900104522705
2006-04-04,2.125499963760376
2006-04-05,2.1335999965667725
2006-04-06,2.129199981689453
