Date,ALPA4.SA,AMAR3.SA,ASAI3.SA,BBDC3.SA,BRDT3.SA,BRKM5.SA,BRML3.SA,COGN3.SA,CRFB3.SA,CSMG3.SA,ECOR3.SA,EGIE3.SA,ELET6.SA,ENBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GNDI3.SA,HAPV3.SA,JBSS3.SA,JHSF3.SA,LAME4.SA,LCAM3.SA,MGLU3.SA,RAIL3.SA,SAPR11.SA,SUZB3.SA,TAEE11.SA,TRPL4.SA
2010-03-15,2.783346176147461,12.608078956604004,,5.871077537536621,,8.448077201843262,6.350391864776611,,,4.619030475616455,,7.90676212310791,13.649127006530762,5.959190845489502,6.347560882568359,2.676091432571411,3.741591453552246,6.604658126831055,,,7.226465702056885,2.344937562942505,6.270306587219238,,,,,,4.365621566772461,5.69645357131958
2010-03-16,2.7661917209625244,12.716840744018555,,5.916591167449951,,8.518531799316406,6.114480972290039,,,4.696877479553223,,7.902901649475098,14.069032669067383,5.995462417602539,6.295149803161621,2.6904282569885254,3.6833391189575195,6.5702595710754395,,,7.209700584411621,2.395756483078003,6.417451858520508,,,,,,4.373640060424805,5.69645357131958
2010-03-17,2.7147269248962402,12.86743450164795,,5.877906322479248,,8.518531799316406,5.9882965087890625,,,4.667222023010254,,7.941525936126709,14.411019325256348,6.011011123657227,6.300972938537598,2.692021131515503,3.7057437896728516,6.718173980712891,,,6.899514675140381,2.3667171001434326,6.384225845336914,,,,,,4.37593412399292,5.652960300445557
2010-03-18,2.706150531768799,12.649910926818848,,5.893829345703125,,8.58258056640625,6.048645973205566,,,4.635710716247559,,7.933801174163818,14.501925468444824,6.011011123657227,6.260208606719971,2.676091432571411,3.6967825889587402,6.811053276062012,,,6.899514675140381,2.373976707458496,6.479157447814941,,,,,,4.377079486846924,5.687995433807373
2010-03-19,2.637531042098999,12.733575820922852,,5.807361125946045,,8.396839141845703,5.999269485473633,,,4.685756683349609,,7.879724025726318,14.350414276123047,6.011011123657227,6.236914157867432,2.655383825302124,3.7012627124786377,6.759454250335693,,,6.539030075073242,2.2795984745025635,6.3130269050598145,,,,,,4.387392997741699,5.660209655761719
2010-03-22,2.6203768253326416,12.758673667907715,,5.8141889572143555,,8.486507415771484,6.065104961395264,,,4.637564659118652,,7.860411643981934,14.04738998413086,6.0282816886901855,6.201974391937256,2.644233226776123,3.7147057056427,6.776653289794922,,,6.832447052001953,2.2578189373016357,6.183793544769287,,,,,,4.378225326538086,5.684371471405029
2010-03-23,2.633242607116699,12.9678316116333,,5.727712631225586,,8.46088695526123,6.100767135620117,,,4.624588966369629,,7.8024702072143555,13.99976921081543,5.960917949676514,6.114622116088867,2.6681272983551025,3.678858518600464,6.793853282928467,,,6.723464012145996,2.373976707458496,6.217063903808594,,,,,,4.3839545249938965,5.678332805633545
2010-03-24,2.680417537689209,13.051494598388672,,5.677651882171631,,8.345599174499512,5.9416632652282715,,,4.633857250213623,,7.725217819213867,13.826611518859863,5.967826843261719,6.219445705413818,2.6601622104644775,3.638529062271118,6.645937919616699,,,6.756998062133789,2.32315731048584,6.045952796936035,,,,,,4.387392997741699,5.627588748931885
2010-03-25,2.6632628440856934,13.42798137664795,,5.755024433135986,,8.326384544372559,5.8703413009643555,,,4.609761714935303,,7.821787357330322,13.67509937286377,6.019646167755127,6.08550500869751,2.669719696044922,3.6967825889587402,6.725056171417236,,,6.589330673217773,2.3812365531921387,6.122001647949219,,,,,,4.389683723449707,5.581679344177246
2010-03-26,2.650397777557373,13.46981143951416,,5.795983791351318,,8.332789421081543,5.829194068908691,,,4.530058860778809,,7.814060688018799,13.817955017089844,6.04555606842041,6.056387901306152,2.6585693359375,3.651972532272339,6.694095134735107,,,6.287528991699219,2.308637857437134,6.083976745605469,,,,,,4.385100364685059,5.545434951782227
2010-03-29,2.71901535987854,13.444710731506348,,5.841498374938965,,8.38403034210205,5.897772789001465,,,4.65239143371582,,7.767709255218506,14.237860679626465,6.011011123657227,5.998152732849121,2.5247650146484375,3.687819719314575,6.639056205749512,,,6.555797100067139,2.286858320236206,6.345398426055908,,,,,,4.395413875579834,5.557518005371094
2010-03-30,2.723304033279419,13.46981143951416,,5.8619771003723145,,8.345599174499512,5.815478324890137,,,4.704292297363281,,7.7831597328186035,14.112322807312012,5.9160075187683105,5.9399189949035645,2.519986391067505,3.656453847885132,6.676894664764404,,,6.455196380615234,2.265078544616699,6.250336170196533,,,,,,4.393121719360352,5.642085552215576
2010-03-31,2.71901535987854,13.218819618225098,,5.959827423095703,,8.38403034210205,5.760615348815918,,,4.763605117797852,,7.721357345581055,13.791982650756836,5.907370567321777,5.881684303283691,2.491313934326172,3.651972532272339,6.535860538482666,,,6.664780616760254,2.3667171001434326,6.2978668212890625,,,,,,4.395413875579834,5.660209655761719
2010-04-01,2.761902093887329,13.260652542114258,,6.02809476852417,,8.390434265136719,5.8703413009643555,,,4.669073581695557,6.08037805557251,7.752257347106934,14.09500503540039,5.967826843261719,5.881684303283691,2.469012975692749,3.678858518600464,6.298504829406738,,,6.824065208435059,2.308637857437134,6.217063903808594,,,,,,4.395413875579834,5.654168605804443
2010-04-05,2.680417537689209,12.85906982421875,,6.026550769805908,,8.38403034210205,5.897772789001465,,,4.6801958084106445,6.0867791175842285,7.744532585144043,13.809296607971191,5.959190845489502,5.881684303283691,2.4530839920043945,3.7281486988067627,6.123067855834961,,,6.798913955688477,2.32315731048584,6.288360595703125,,,,,,4.398849964141846,5.706118583679199
2010-04-06,2.6718404293060303,13.0933256149292,,5.940035343170166,,8.390434265136719,5.884057521820068,,,4.682048797607422,6.08037805557251,7.841098308563232,13.766006469726562,5.967826843261719,5.823450088500977,2.4339685440063477,3.7864012718200684,5.985471725463867,,,6.589330673217773,2.301378011703491,6.335892677307129,,,,,,4.401142120361328,5.749610900878906
2010-04-07,2.637531042098999,13.218819618225098,,5.949141979217529,,8.38403034210205,5.84290885925293,,,4.669073581695557,6.093177795410156,7.899037837982178,13.73570442199707,5.898735523223877,5.823450088500977,2.390960216522217,3.7595157623291016,5.882273197174072,,,6.6060967445373535,2.272338628768921,6.416694641113281,,,,,,4.399997234344482,5.762902736663818
2010-04-08,2.5860674381256104,13.24392032623291,,6.088027477264404,,8.38403034210205,5.749642848968506,,,4.593080043792725,6.08037805557251,7.914488315582275,13.89587688446045,5.874553203582764,5.2469282150268555,2.4212253093719482,3.7191874980926514,5.882273197174072,,,6.916281223297119,2.250558614730835,6.354904651641846,,,,,,4.377079486846924,5.762902736663818
2010-04-09,2.6632628440856934,13.595307350158691,,6.117619037628174,,8.326384544372559,5.683806419372559,,,4.6894636154174805,6.08037805557251,7.918348789215088,13.67943000793457,5.907370567321777,5.823450088500977,2.461047887802124,3.7595157623291016,6.157467365264893,,,7.092331886291504,2.265078544616699,6.264595985412598,,,,,,4.4068708419799805,5.704527854919434
2010-04-12,2.637531042098999,13.436347007751465,,6.024275302886963,,8.179071426391602,5.678319931030273,,,4.65239143371582,6.112380027770996,7.879724025726318,13.411031723022461,5.883475303649902,5.765214920043945,2.4546773433685303,3.669896125793457,6.1884260177612305,,,7.092331886291504,2.265078544616699,6.2836079597473145,,,,,,4.402288436889648,5.709404468536377
2010-04-13,2.7018606662750244,13.888129234313965,,5.981011867523193,,8.063783645629883,5.856626033782959,,,4.665367126464844,6.240387439727783,8.011054992675781,13.376401901245117,5.740956783294678,5.765214920043945,2.457862615585327,3.6967825889587402,6.198746681213379,,,7.176167011260986,2.2432990074157715,6.240828037261963,,,,,,4.411455154418945,5.726465702056885
2010-04-14,2.6675517559051514,13.888129234313965,,5.999231338500977,,8.057378768920898,6.0349297523498535,,,4.696877479553223,6.329992771148682,8.053539276123047,13.484626770019531,5.75374698638916,5.736098766326904,2.4929072856903076,3.763995885848999,6.191866397857666,,,7.184548854827881,2.2287795543670654,6.198051452636719,,,,,,4.410308837890625,5.698434829711914
2010-04-15,2.6546850204467773,14.114019393920898,,5.965078830718994,,8.223906517028809,6.004756450653076,,,4.670929431915283,6.2979912757873535,8.065131187438965,13.246536254882812,5.781156063079834,5.823450088500977,2.5168001651763916,3.7550342082977295,6.123067855834961,,,7.151015758514404,2.221519708633423,6.1552734375,,,,,,4.413746356964111,5.691122531890869
2010-04-16,2.6589739322662354,13.971792221069336,,5.7647223472595215,,8.095808029174805,5.980066776275635,,,4.6894636154174805,6.208385467529297,7.984015464782715,13.376401901245117,5.755573272705078,5.706981182098389,2.505650758743286,3.678858518600464,6.123067855834961,,,7.05880069732666,2.1416611671447754,6.012678623199463,,,,,,4.413746356964111,5.7276835441589355
2010-04-19,2.7018606662750244,14.269448280334473,,5.778390407562256,,7.974114894866943,5.993784427642822,,,4.706145286560059,6.304391384124756,8.126935005187988,13.289823532104492,5.792117118835449,5.590512752532959,2.500870943069458,3.795362710952759,6.088670253753662,,,7.125866889953613,2.134401559829712,5.941384315490723,,,,,,4.417184352874756,5.7459635734558105
2010-04-20,2.6589739322662354,14.370468139648438,,5.828475475311279,,7.974114894866943,5.952635765075684,,,4.687609672546387,6.317192077636719,8.208045959472656,13.246536254882812,5.78298282623291,5.532278060913086,2.4530839920043945,3.808805465698242,6.191866397857666,,,7.260000705718994,2.148921251296997,6.045952796936035,,,,,,4.413746356964111,5.737432956695557
2010-04-22,2.7018606662750244,14.471491813659668,,5.8375773429870605,,8.198286056518555,6.089793682098389,,,4.643125534057617,6.272389888763428,8.578858375549316,13.510599136352539,5.812216281890869,5.50316047668457,2.4929072856903076,3.808805465698242,6.157467365264893,,,6.983347415924072,2.163439989089966,6.179039478302002,,,,,,4.424058437347412,5.7215895652771
2010-04-23,2.7104382514953613,14.336795806884766,,5.803427696228027,,8.102212905883789,6.076077938079834,,,4.633857250213623,6.259588718414307,8.648383140563965,13.549559593200684,5.954735279083252,5.561395645141602,2.512021780014038,3.84017276763916,6.191866397857666,,,7.125866889953613,2.163439989089966,6.136260986328125,,,,,,4.424058437347412,5.75205659866333
2010-04-26,2.6675517559051514,14.648282051086426,,5.726019859313965,,8.198286056518555,6.007498741149902,,,4.633857250213623,6.272389888763428,8.497740745544434,13.27250862121582,5.936463832855225,5.4449262619018555,2.5916671752929688,3.8177671432495117,6.195307731628418,,,7.050415515899658,2.177960157394409,6.10299015045166,,,,,,4.425205707550049,5.7508368492126465
2010-04-27,2.637531042098999,14.471491813659668,,5.64633321762085,,7.942089080810547,5.8703413009643555,,,4.6894636154174805,6.112380027770996,8.439804077148438,13.038747787475586,5.938291549682617,5.4449262619018555,2.540693759918213,3.741591453552246,6.019869804382324,,,6.824065208435059,2.112622022628784,5.855829238891602,,,,,,4.427495956420898,5.633848190307617
2010-04-28,2.6203768253326416,14.437817573547363,,5.737403869628906,,7.884446144104004,5.897772789001465,,,4.65239143371582,6.112380027770996,8.497740745544434,13.185930252075195,5.846932411193848,5.474043369293213,2.5072436332702637,3.669896125793457,6.019869804382324,,,6.765379428863525,2.040022850036621,5.941384315490723,,,,,,4.420621395111084,5.726465702056885
2010-04-29,2.680417537689209,14.648282051086426,,5.819366931915283,,7.929281234741211,5.952635765075684,,,4.635710716247559,6.08037805557251,8.613619804382324,13.311470985412598,5.901747703552246,5.61962890625,2.5247650146484375,3.7505528926849365,6.088670253753662,,,6.840831756591797,2.076322078704834,6.0554585456848145,,,,,,4.429787635803223,5.7886152267456055
2010-04-30,2.646108388900757,14.530424118041992,,5.885395050048828,,8.050971984863281,6.073334693908691,,,4.676489353179932,6.144381523132324,8.555680274963379,13.073381423950195,6.093599319458008,5.683687686920166,2.5492780208587646,3.7968909740448,6.098989009857178,,,6.849215030670166,2.076322078704834,6.145767688751221,,,,,,4.422913074493408,5.635066509246826
2010-05-03,2.5774896144866943,14.782979011535645,,5.805706977844238,,8.236716270446777,6.220953464508057,,,4.656100273132324,6.265989780426025,8.42435073852539,13.046789169311523,6.110045433044434,5.823450088500977,2.5819599628448486,3.7968909740448,6.191866397857666,,,6.8630571365356445,2.0691661834716797,5.998421669006348,,,,,14.269730567932129,4.413746356964111,5.635066509246826
2010-05-04,2.637531042098999,14.86716365814209,,5.651544094085693,,8.300765037536621,6.042629718780518,,,4.615322113037109,6.27878999710083,8.45911693572998,12.702969551086426,6.062537670135498,5.648747444152832,2.5656182765960693,3.7274346351623535,6.123067855834961,,,6.728487968444824,2.024508237838745,6.207557678222656,,,,,14.269730567932129,4.404580593109131,5.630190372467041
2010-05-05,2.6160879135131836,14.926095962524414,,5.6788740158081055,,8.19188117980957,6.135162353515625,,,4.632005214691162,6.208385467529297,8.528641700744629,12.290387153625488,6.248908996582031,5.648747444152832,2.5460093021392822,3.6348276138305664,6.054269790649414,,,6.720076560974121,1.9426343441009521,6.2978668212890625,,,,,,4.365621566772461,5.58819055557251
2010-05-06,2.6117987632751465,14.311540603637695,,5.713048458099365,,8.070188522338867,6.084690570831299,,,4.429967403411865,6.195585250854492,8.32392406463623,11.96490478515625,6.108217716217041,5.188694000244141,2.490447998046875,3.449612855911255,5.91667366027832,,,6.518222808837891,1.793773889541626,6.141014099121094,,,,,,4.4366631507873535,5.520416736602783
2010-05-07,2.6160879135131836,14.08423900604248,,5.653820991516113,,7.801181793212891,5.972531318664551,,,4.339144706726074,6.041975021362305,8.256123542785645,12.226207733154297,6.066192626953125,5.066401481628418,2.467569351196289,3.3338544368743896,5.834115505218506,,,6.038817882537842,1.8012168407440186,5.941384315490723,,,,,,4.238433837890625,5.483448505401611
2010-05-10,2.6160879135131836,14.732465744018555,,5.815552711486816,,7.852421760559082,6.194046974182129,,,4.263148784637451,6.08037805557251,8.314401626586914,12.721305847167969,6.192266464233398,5.2411041259765625,2.5084235668182373,3.6626105308532715,5.799716472625732,,,6.08928108215332,1.8979766368865967,6.145767688751221,,,,,,4.1937456130981445,5.654731273651123
2010-05-11,2.6160879135131836,14.762556076049805,,5.740382671356201,,7.762753009796143,6.224891185760498,,,4.246467590332031,5.856362819671631,8.34548282623291,12.515015602111816,6.084463119506836,5.2411041259765625,2.4593992233276367,3.5653722286224365,5.83067512512207,,,6.080871105194092,1.8161028623580933,6.003174304962158,,,,,,3.4374966621398926,5.605442523956299
2010-05-12,2.538891553878784,14.50802993774414,,5.769993305206299,,7.6922993659973145,6.407151222229004,,,4.402164459228516,6.016374111175537,8.43095874786377,12.712139129638672,6.047920227050781,5.1828718185424805,2.475740909576416,3.6950223445892334,5.90291166305542,,,6.291136741638184,1.8384323120117188,6.022187232971191,,,,,,3.4718728065490723,5.692930221557617
2010-05-13,2.6160879135131836,14.720134735107422,,5.719876766204834,,7.62824821472168,6.252931118011475,,,4.504108905792236,6.08037805557251,8.423190116882324,12.74422836303711,6.027820587158203,5.1828718185424805,2.451228380203247,3.6672403812408447,6.088670253753662,,,6.366832256317139,1.8979766368865967,6.141014099121094,,,,,,3.665518283843994,5.583259582519531
2010-05-14,2.5517578125,14.270472526550293,,5.6264848709106445,,7.301599502563477,6.160399436950684,,,4.448503017425537,5.952369689941406,8.326057434082031,12.377488136291504,5.987624645233154,5.124636650085449,2.4446911811828613,3.6163060665130615,6.019869804382324,,,6.122924327850342,1.7863311767578125,5.855829238891602,,,,,,3.552079916000366,5.606673240661621
2010-05-17,2.7018606662750244,14.295924186706543,,5.6264848709106445,,6.718751430511475,6.241715431213379,,,4.226077079772949,5.869164943695068,8.333829879760742,12.377488136291504,6.005895137786865,5.0198140144348145,2.4185452461242676,3.519068479537964,5.933872222900391,,,6.055638790130615,1.7565584182739258,5.7987895011901855,,,,,,3.552079916000366,5.668284893035889
2010-05-18,2.7018606662750244,14.100786209106445,,5.535364151000977,,6.5970587730407715,6.109926700592041,,,4.057406425476074,5.817961692810059,8.287205696105957,12.00616455078125,5.974834442138672,5.025637626647949,2.369521141052246,3.4912872314453125,5.882273197174072,,,5.845374584197998,1.734229564666748,5.451813220977783,,,,,,3.49478816986084,5.668284893035889
2010-05-19,2.6589739322662354,13.786870956420898,,5.359967231750488,,6.4753642082214355,6.059454441070557,,,4.022188186645508,5.728355884552002,8.271663665771484,12.125351905822754,5.956563472747803,5.0198140144348145,2.359715461730957,3.3107025623321533,5.847875118255615,,,5.635108470916748,1.6746851205825806,5.656197547912598,,,,,,3.5291638374328613,5.537668704986572
2010-05-20,2.594644069671631,13.489922523498535,,5.273405075073242,,6.500985145568848,5.969727039337158,,,3.929511308670044,5.4339375495910645,7.852057456970215,11.983241081237793,5.929157257080078,5.013989448547363,2.2959842681884766,3.3199634552001953,5.744676113128662,,,5.382791042327881,1.6746851205825806,5.513605117797852,,,,,,3.4489545822143555,5.471126556396484
2010-05-21,2.6589739322662354,14.524998664855957,,5.533086776733398,,6.725156784057617,6.1491827964782715,,,4.124133586883545,5.568345069885254,7.87148380279541,11.919061660766602,5.892612457275391,5.095518589019775,2.3662526607513428,3.4264607429504395,5.710277557373047,,,5.534181118011475,1.7714451551437378,5.717988014221191,,,,,,3.4489545822143555,5.509327411651611
2010-05-24,2.676412582397461,14.55044937133789,,5.455636501312256,,6.737966537475586,6.168810844421387,,,4.077795028686523,5.440338134765625,7.9569621086120605,12.097850799560547,5.892612457275391,5.066401481628418,2.426715612411499,3.477396249771118,5.68275785446167,,,5.73603630065918,1.7044572830200195,5.651444435119629,,,,,,3.4374966621398926,5.48961067199707
2010-05-25,2.641766309738159,14.592870712280273,,5.232402324676514,,6.5970587730407715,6.084690570831299,,,4.174179553985596,5.312330722808838,7.887027740478516,12.001579284667969,5.846932411193848,4.949932098388672,2.4169111251831055,3.5144383907318115,5.675876617431641,,,5.719215393066406,1.697014331817627,5.494591236114502,,,,,,3.322913408279419,5.495771408081055
2010-05-26,2.620112657546997,14.762556076049805,,5.227846622467041,,6.4753642082214355,6.28657865524292,,,4.383629322052002,5.4339375495910645,7.976388454437256,12.093263626098633,6.10273551940918,4.949932098388672,2.434886932373047,3.519068479537964,5.847875118255615,,,6.055638790130615,1.7565584182739258,5.513605117797852,,,,,,3.1670806407928467,5.485914707183838
2010-05-27,2.672081708908081,14.923757553100586,,5.439694881439209,,6.757181167602539,6.353874683380127,,,4.442943096160889,5.715554714202881,7.988040924072266,12.166611671447754,6.038785457611084,4.949932098388672,2.4692039489746094,3.6579792499542236,5.899474620819092,,,6.249083518981934,1.8012168407440186,5.784531593322754,,,,,,3.058225631713867,5.434162139892578
2010-05-28,2.7716896533966064,14.923757553100586,,5.455636501312256,,6.81482458114624,6.463231086730957,,,4.355827331542969,5.881964206695557,7.902565956115723,11.932814598083496,5.938291549682617,4.949932098388672,2.4986183643341064,3.6579792499542236,6.133387088775635,,,6.038817882537842,1.8012168407440186,5.81304931640625,,,,,,3.1281230449676514,5.4169087409973145
2010-05-31,2.8149964809417725,15.356452941894531,,5.6037092208862305,,6.9108991622924805,6.505290985107422,,,4.467039108276367,6.073976993560791,8.019123077392578,12.019916534423828,6.10273551940918,4.949932098388672,2.5002522468566895,3.6950223445892334,6.123067855834961,,,6.097692012786865,1.8012168407440186,5.893853664398193,,,,,,3.2518725395202637,5.545060634613037
2010-06-01,2.750035047531128,15.186765670776367,,5.523977756500244,,6.974948406219482,6.252931118011475,,,4.355827331542969,5.984371662139893,7.747157573699951,12.061174392700195,5.892612457275391,4.979048728942871,2.4839110374450684,3.6070449352264404,6.02331018447876,,,6.181797981262207,1.912862777709961,5.779778480529785,,,,,,3.094892978668213,5.421836853027344
2010-06-02,2.858304738998413,15.398871421813965,,5.593080997467041,,7.1478800773620605,6.362287521362305,,,4.437381744384766,6.009973049163818,7.712189197540283,12.171195030212402,6.000414848327637,4.949932098388672,2.5492780208587646,3.755216121673584,6.054269790649414,,,6.509812831878662,1.8533179759979248,6.012678623199463,,,,,,3.162497043609619,5.495771408081055
2010-06-04,2.9016120433807373,15.568558692932129,,5.581691741943359,,6.981353282928467,6.280971050262451,,,4.383629322052002,5.849964141845703,7.7704691886901855,12.097850799560547,5.9602179527282715,4.85093355178833,2.5345702171325684,3.7366955280303955,6.174667835235596,,,6.2827253341674805,1.8235456943511963,6.093481540679932,,,,,,3.1659340858459473,5.531506061553955
2010-06-07,3.044527769088745,15.992769241333008,,5.467733383178711,,6.987758159637451,6.210870742797852,,,4.39289665222168,5.881964206695557,7.925879001617432,12.11618709564209,5.965698719024658,4.891698837280273,2.523130416870117,3.6348276138305664,6.329465389251709,,,6.400474548339844,1.8086599111557007,6.060212135314941,,,,,,3.1659340858459473,5.606673240661621
2010-06-08,3.0315358638763428,16.255779266357422,,5.470011234283447,,7.2695746421813965,6.252931118011475,,,4.346558570861816,5.76035737991333,8.02301025390625,11.923645973205566,6.075328350067139,4.891698837280273,2.559082269668579,3.6440882682800293,6.535860538482666,,,6.459349155426025,1.8086599111557007,6.036446571350098,,,,,,3.1510393619537354,5.667052745819092
2010-06-09,3.0315358638763428,16.459402084350586,,5.431267738342285,,7.218334674835205,6.168810844421387,,,4.340998649597168,5.920367240905762,8.081287384033203,11.877803802490234,6.064364910125732,4.8625807762146,2.559082269668579,3.7413249015808105,6.277864933013916,,,6.223851203918457,1.8830902576446533,5.988915920257568,,,,,,3.1510393619537354,5.655962944030762
2010-06-10,3.0315358638763428,16.289716720581055,,5.538384437561035,,7.359242916107178,6.210870742797852,,,4.39289665222168,6.131580352783203,8.139566421508789,12.217040061950684,6.057056903839111,4.880051612854004,2.539472818374634,3.8200418949127197,6.415462493896484,,,6.341599941253662,1.8905335664749146,6.141014099121094,,,,,,3.1842691898345947,5.557383060455322
2010-06-11,2.9838972091674805,16.204875946044922,,5.558897972106934,,7.49374532699585,6.098710536956787,,,4.39289665222168,6.08037805557251,8.081287384033203,12.391240119934082,6.057056903839111,4.880051612854004,2.5574488639831543,3.7829995155334473,6.363862037658691,,,6.434116840362549,1.8458753824234009,6.193299293518066,,,,,,3.1945807933807373,5.520416736602783
2010-06-14,3.0315358638763428,16.55272674560547,,5.515595436096191,,7.685894012451172,5.986550807952881,,,4.448503017425537,5.952369689941406,8.096829414367676,12.382072448730469,6.121007442474365,,2.5656182765960693,3.81541109085083,6.260665416717529,,,6.560275554656982,1.8756471872329712,6.321634292602539,,,,,,3.106351852416992,5.618995189666748
